,loc_pred,gt_error_loc
428,202,202
429,0,0
430,258,228
431,258,0
432,141,141
433,0,0
434,0,171
435,0,0
436,0,0
437,0,0
438,39,39
439,41,41
440,152,152
441,88,88
442,0,272
443,0,0
444,0,118
445,0,52
446,0,182
447,52,112
448,104,104
449,211,211
450,0,0
451,38,107
452,0,188
453,50,50
454,66,66
455,0,140
456,129,129
457,0,35
458,86,86
459,85,85
460,123,21
461,0,113
462,89,89
463,77,77
464,89,89
465,0,0
466,233,233
467,0,0
468,0,0
469,43,48
470,49,49
471,162,162
472,150,150
473,0,209
474,30,62
475,0,163
476,0,0
477,100,100
478,195,195
479,0,0
480,186,186
481,96,110
482,0,0
483,0,0
484,36,36
485,0,0
486,0,0
487,69,69
488,202,202
489,0,65
490,0,65
491,0,46
492,0,78
493,210,210
494,0,83
495,130,130
496,0,40
497,136,136
498,0,313
499,0,83
500,58,58
501,0,121
502,0,121
503,0,178
504,0,318
505,0,200
506,0,0
507,0,78
508,0,97
509,95,95
510,0,78
511,0,164
512,0,130
513,0,178
514,0,114
515,0,0
516,0,149
517,0,0
518,0,0
519,0,0
520,0,0
521,0,90
522,32,32
523,0,115
524,45,45
525,0,0
526,0,94
527,121,121
528,0,111
529,0,111
530,0,0
531,0,70
532,0,0
533,0,0
534,0,0
535,95,95
536,0,0
537,115,128
538,0,222
539,0,0
540,0,74
541,0,24
542,48,48
543,0,43
544,43,59
545,0,73
546,106,106
547,0,0
548,167,96
549,0,0
550,0,71
551,0,0
552,62,39
553,106,106
554,46,46
555,0,147
556,55,55
557,200,200
558,85,85
559,156,156
560,0,0
561,0,0
562,0,172
563,94,94
564,0,101
565,0,41
566,28,28
567,0,0
568,0,127
569,0,181
570,80,80
571,0,46
572,0,38
573,38,38
574,0,0
575,161,194
576,0,0
577,0,153
578,0,0
579,45,45
580,43,43
581,24,24
582,0,241
583,0,0
584,40,47
585,40,47
586,0,226
587,0,0
588,47,47
589,182,182
590,0,91
591,30,30
592,0,57
593,0,213
594,0,0
595,72,72
596,62,62
597,0,35
598,0,0
599,0,48
600,39,39
601,172,0
602,0,0
603,0,0
604,63,63
605,0,0
606,0,0
607,190,0
608,0,143
609,283,283
610,0,72
611,27,62
612,0,76
613,17,17
614,0,49
615,0,127
616,41,41
617,0,105
618,0,109
619,141,141
620,0,114
621,199,97
622,71,71
623,0,69
624,0,0
625,71,90
626,0,0
627,0,101
628,0,27
629,0,0
630,0,0
631,61,61
632,70,70
633,74,74
634,110,110
635,270,0
636,0,0
637,109,109
638,0,0
639,0,0
640,0,56
641,0,0
642,0,0
643,44,44
644,176,0
645,0,102
646,0,69
647,0,94
648,34,202
649,0,0
650,0,0
651,0,106
652,44,44
653,0,0
654,0,270
655,0,176
656,81,46
657,0,0
658,0,0
659,0,69
660,0,68
661,0,77
662,92,92
663,0,243
664,74,74
665,177,0
666,81,116
667,0,0
668,0,119
669,0,0
670,180,153
671,0,58
672,0,142
673,0,0
674,0,74
675,0,95
676,0,85
677,76,83
678,0,0
679,0,79
680,0,0
681,0,0
682,275,0
683,258,0
684,92,92
685,0,53
686,66,66
687,0,112
688,0,200
689,0,132
690,0,76
691,0,0
692,0,138
693,0,0
694,133,231
695,175,159
696,0,0
697,63,63
698,0,40
699,0,168
700,0,119
701,223,223
702,0,157
703,151,151
704,0,85
705,0,161
706,66,158
707,0,149
708,0,0
709,168,164
710,0,0
711,0,154
712,0,79
713,96,193
714,58,58
715,51,51
716,0,184
717,0,0
718,39,39
719,0,132
720,0,0
721,0,0
722,64,64
723,0,25
724,0,253
725,212,212
726,227,0
727,52,52
728,0,176
729,0,0
730,0,0
731,0,131
732,0,180
733,44,44
734,0,0
735,0,174
736,0,0
737,26,26
738,0,176
739,0,0
740,0,0
741,0,113
742,154,154
743,38,38
744,117,117
745,112,112
746,0,46
747,0,116
748,66,66
749,68,68
750,35,35
751,0,193
752,0,110
753,141,141
754,0,70
755,112,112
756,71,71
757,57,57
758,133,133
759,0,73
760,78,78
761,0,208
762,0,0
763,0,84
764,0,0
765,0,0
766,48,48
767,65,65
768,0,99
769,40,40
770,0,0
771,115,115
772,44,62
773,0,71
774,0,88
775,0,186
776,106,104
777,76,76
778,0,0
779,0,278
780,0,159
781,0,77
782,0,0
783,0,0
784,0,43
785,0,266
786,0,189
787,0,115
788,0,0
789,0,0
790,78,78
791,96,43
792,0,0
793,0,234
794,0,0
795,0,116
796,0,100
797,79,90
798,0,57
799,0,0
800,0,165
801,0,57
802,0,65
803,0,221
804,0,167
805,0,45
806,0,234
807,122,122
808,0,0
809,46,46
810,0,77
811,33,42
812,0,0
813,52,52
814,0,132
815,0,27
816,0,73
817,0,72
818,0,152
819,0,28
820,0,32
821,0,0
822,0,105
823,0,125
824,0,77
825,70,70
826,55,55
827,103,103
828,0,0
829,165,204
830,31,31
831,0,0
832,62,62
833,0,31
834,0,61
835,0,0
836,64,64
837,0,0
838,0,0
839,0,0
840,0,80
841,115,115
842,64,49
843,0,94
844,0,0
845,0,134
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,63
852,0,40
853,0,0
854,0,227
855,53,53
856,0,40
857,0,0
858,0,227
859,0,227
860,53,53
861,163,163
862,145,145
863,0,29
864,0,0
865,37,37
866,0,286
867,0,0
868,0,0
869,0,202
870,0,202
871,72,72
872,0,0
873,112,89
874,67,67
875,88,88
876,72,72
877,0,186
878,63,63
879,0,166
880,0,103
881,0,234
882,0,0
883,0,128
884,0,128
885,0,0
886,50,50
887,0,47
888,114,114
889,59,242
890,0,137
891,0,109
892,0,0
893,64,64
894,0,188
895,0,63
896,0,81
897,0,0
898,0,44
899,54,63
900,0,195
901,0,0
902,55,55
903,95,95
904,26,26
905,0,0
906,0,251
907,0,0
908,132,132
909,0,0
910,47,47
911,0,88
912,0,79
913,53,53
914,0,0
915,172,135
916,0,174
917,0,0
918,238,238
919,0,0
920,0,0
921,0,275
922,0,0
923,68,68
924,0,40
925,50,50
926,0,137
927,0,32
928,54,54
929,0,58
930,126,0
931,0,0
932,76,76
933,0,95
934,80,80
935,52,52
936,0,0
937,56,56
938,0,309
939,0,0
940,0,47
941,66,66
942,0,0
943,0,0
944,0,0
945,0,218
946,43,43
947,0,88
948,0,0
949,52,52
950,0,167
951,0,0
952,0,0
953,0,153
954,0,0
955,99,99
956,0,92
957,0,136
958,118,49
959,0,172
960,122,166
961,0,286
962,0,0
963,0,81
964,49,49
965,0,0
966,146,146
967,0,0
968,0,0
969,0,150
970,87,87
971,0,63
972,42,42
973,73,73
974,88,88
975,0,79
976,0,114
977,0,245
978,106,106
979,0,103
980,0,106
981,0,96
982,0,0
983,0,132
984,0,0
985,0,0
986,0,180
987,0,94
988,0,0
989,0,0
990,0,94
991,0,0
992,0,121
993,0,202
994,0,0
995,0,105
996,0,134
997,59,59
998,72,72
999,0,65
1000,56,56
1001,39,0
1002,31,31
1003,156,156
1004,210,139
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,151
1010,32,32
1011,0,0
1012,0,0
1013,0,121
1014,110,0
1015,46,46
1016,0,0
1017,0,104
1018,0,196
1019,0,55
1020,66,66
1021,0,40
1022,0,86
1023,0,0
1024,229,0
1025,0,0
1026,171,62
1027,0,186
1028,0,95
1029,0,0
1030,231,113
1031,0,0
1032,0,0
1033,0,0
1034,0,171
1035,74,74
1036,0,0
1037,0,59
1038,83,83
1039,53,53
1040,80,80
1041,0,0
1042,0,204
1043,194,194
1044,153,58
1045,0,286
1046,0,0
1047,78,78
1048,0,0
1049,0,43
1050,0,0
