,loc_pred,gt_error_loc,sample_id
259,0,142,269
260,0,17,270
261,0,59,271
262,0,79,272
263,40,40,273
264,0,104,274
265,0,56,275
266,0,219,276
267,0,172,278
268,17,53,279
269,119,91,280
270,0,121,281
271,0,130,282
272,0,115,283
273,0,43,284
274,0,93,285
275,0,213,286
276,0,181,287
277,0,33,288
278,0,53,289
279,0,100,290
280,0,9,291
281,0,40,292
282,0,133,293
283,0,142,294
284,152,80,295
285,0,29,296
286,0,214,297
287,0,152,298
288,0,73,299
289,0,47,300
290,0,91,301
291,78,78,303
292,0,173,304
293,0,209,305
294,0,170,306
295,0,65,307
296,0,23,308
297,0,54,309
298,15,15,310
299,0,207,311
300,17,31,313
301,0,183,314
302,0,131,315
303,0,176,316
304,0,220,317
305,0,64,319
306,0,336,320
307,0,149,321
308,15,15,322
309,0,170,323
310,0,58,324
311,0,247,325
312,0,62,326
313,0,101,327
314,0,164,328
315,0,114,329
316,0,257,330
317,0,246,331
318,117,74,332
319,0,56,333
320,0,34,335
321,0,108,336
322,37,25,337
323,0,45,338
324,0,199,339
325,41,41,340
326,0,273,341
327,0,234,342
328,0,161,343
329,0,111,344
330,114,84,345
331,0,131,347
332,0,110,348
333,0,51,349
334,47,65,350
335,37,37,351
336,0,191,352
337,0,319,353
338,0,38,354
339,0,29,356
340,0,252,358
341,0,47,359
342,0,135,360
343,0,121,361
344,0,93,362
345,0,40,363
346,39,39,364
347,0,290,365
348,0,325,366
349,0,66,367
350,0,45,368
351,0,151,369
352,0,208,370
353,0,251,371
354,74,74,372
355,103,103,373
356,71,71,374
357,0,206,375
358,0,58,376
359,83,83,377
360,0,87,378
361,0,220,379
362,30,30,380
363,0,28,381
364,0,116,382
365,0,31,383
366,73,96,384
367,157,157,385
368,0,115,386
369,0,136,387
370,35,35,388
371,0,55,389
372,0,78,390
373,0,55,391
374,0,27,392
375,0,28,393
376,0,218,394
377,23,89,395
378,10,10,396
379,138,129,397
380,0,219,398
381,114,118,399
382,0,28,400
383,0,133,401
384,0,182,402
385,0,101,403
386,0,157,404
387,0,37,405
388,0,60,406
389,0,117,407
390,0,228,408
391,0,69,409
392,0,39,410
393,0,168,411
394,0,67,412
395,0,163,413
396,0,373,414
397,72,107,415
398,0,159,416
399,0,41,418
400,0,212,419
401,0,116,420
402,0,89,421
403,0,119,422
404,0,96,423
405,0,183,424
406,153,136,425
407,0,165,426
408,0,43,427
409,0,225,428
410,0,24,429
411,0,48,431
412,0,44,432
413,0,186,433
414,0,67,434
415,0,58,435
416,217,121,436
417,0,120,437
418,15,46,438
419,0,139,439
420,0,72,440
421,121,166,441
422,42,42,442
423,179,153,443
424,0,141,444
425,0,88,445
426,0,49,446
427,56,56,447
428,0,159,448
429,0,87,449
430,0,168,451
431,0,258,452
432,0,121,453
433,0,67,454
434,0,78,457
435,0,97,458
436,0,95,459
437,0,78,460
438,0,184,461
439,0,169,462
440,0,133,463
441,0,35,464
442,0,51,465
443,0,146,466
444,0,135,467
445,66,46,468
446,0,36,469
447,0,257,470
448,132,147,471
449,0,37,472
450,0,30,473
451,0,27,474
452,0,115,475
453,0,88,476
454,0,128,477
455,0,46,478
456,0,88,479
457,0,118,480
458,0,214,481
459,0,122,482
460,0,295,483
461,0,92,484
462,0,59,486
463,0,265,487
464,0,197,488
465,0,141,489
466,0,167,490
467,33,121,491
468,0,20,492
469,0,95,493
470,0,182,494
471,0,207,495
472,0,276,496
473,0,181,497
474,0,182,498
475,0,151,499
476,0,110,500
477,0,76,501
478,53,53,502
479,28,28,503
480,0,117,504
481,0,227,505
482,0,30,506
483,0,187,507
484,0,326,508
485,41,41,509
486,87,44,510
487,0,117,511
488,0,238,512
489,0,275,513
490,0,57,514
491,0,121,515
492,133,133,516
493,0,38,517
494,0,57,518
495,0,225,519
496,0,189,520
497,0,172,521
498,0,297,522
499,0,310,523
500,0,76,524
501,0,298,525
502,0,31,526
503,0,134,527
504,0,265,528
505,0,260,529
506,0,340,530
507,0,171,531
508,0,309,532
509,0,52,533
510,0,88,534
511,0,197,535
512,0,77,536
513,0,147,537
514,0,181,538
515,0,117,539
516,0,131,540
517,19,202,541
518,0,100,542
519,0,49,543
520,0,110,544
521,85,49,545
522,88,76,546
523,0,139,547
524,0,140,548
525,0,119,550
526,0,171,551
527,0,54,552
528,0,99,553
529,0,83,554
530,0,56,555
531,147,29,556
532,0,26,557
533,0,247,558
534,0,64,559
535,0,162,560
536,0,26,561
537,0,72,562
538,0,234,563
539,0,91,564
540,57,53,565
541,0,54,566
542,0,76,567
543,0,89,568
544,0,72,569
545,0,123,570
546,0,103,571
547,0,59,572
548,0,120,573
549,0,117,574
550,0,79,575
551,0,111,576
552,0,30,577
553,0,91,578
554,0,301,579
555,0,190,580
556,0,201,581
557,0,142,582
558,0,162,583
559,136,94,584
560,0,343,585
561,0,65,586
562,0,54,587
563,14,14,588
564,0,132,589
565,0,20,590
566,0,76,591
567,38,38,592
568,0,148,593
569,0,78,594
570,0,132,595
571,0,73,596
572,0,81,597
573,25,19,598
574,0,56,599
575,118,105,600
576,88,88,601
577,0,182,602
578,0,150,603
579,0,279,604
580,0,141,605
581,0,39,606
582,81,81,608
583,0,158,609
584,0,220,610
585,0,59,611
586,31,37,612
587,204,189,614
588,86,84,615
589,0,78,616
590,0,119,617
591,0,237,618
592,0,170,619
593,0,75,620
594,0,62,621
595,0,98,622
596,0,150,623
597,78,94,624
598,0,50,625
599,0,102,626
600,0,84,627
601,0,79,628
602,0,135,629
603,0,143,630
604,0,36,631
605,241,82,632
606,0,109,633
607,0,57,634
608,0,138,635
609,0,72,636
610,0,154,637
611,0,154,638
612,0,32,639
613,0,144,640
614,0,41,642
615,38,38,643
616,0,42,644
617,69,43,645
618,0,90,646
619,0,119,647
620,40,40,648
621,0,300,649
622,55,44,650
623,0,260,651
624,0,162,652
625,0,113,653
626,0,19,654
627,0,77,655
628,0,97,656
629,0,100,657
630,0,98,658
631,83,79,659
632,0,209,660
633,0,101,661
634,0,59,662
635,0,59,663
636,0,191,664
637,0,59,665
638,55,69,666
639,25,82,667
640,0,289,668
641,0,84,669
642,0,164,671
643,25,25,672
644,35,35,673
645,25,25,674
646,0,164,675
647,0,125,676
648,0,129,677
649,0,137,678
650,0,64,679
651,0,122,680
652,0,375,681
653,0,163,682
654,0,81,683
655,0,166,684
656,17,120,685
657,0,47,686
658,0,211,687
659,0,104,688
660,0,83,690
661,0,161,691
662,0,105,692
663,0,207,694
664,0,278,695
665,0,34,696
666,0,148,697
667,0,226,698
668,0,95,699
669,0,169,700
670,0,40,701
671,0,133,702
672,32,32,703
673,0,190,704
674,0,34,705
675,0,107,706
676,0,21,707
677,0,37,708
678,0,118,709
679,0,164,710
680,0,243,711
681,0,157,713
682,0,216,714
683,0,46,715
684,45,70,716
685,0,57,717
686,191,191,719
687,0,41,720
688,32,32,721
689,0,214,722
690,20,20,723
691,0,38,724
692,36,36,725
693,128,128,726
694,0,72,727
695,0,35,728
696,0,85,729
697,0,172,730
698,0,78,731
699,0,74,732
700,65,49,733
701,0,23,734
702,36,36,735
703,0,257,736
704,0,120,737
705,0,146,738
706,149,221,739
707,173,182,741
708,0,322,742
709,0,54,744
710,45,126,745
711,0,72,746
712,0,310,747
713,0,51,748
714,0,61,749
715,0,216,750
716,234,234,751
717,39,41,752
718,0,42,753
719,0,186,755
720,0,70,756
721,0,34,757
722,0,114,758
723,0,104,759
724,0,395,760
725,0,119,761
726,0,29,762
727,0,46,763
728,0,62,764
729,0,58,765
730,0,31,766
731,0,24,767
732,0,106,768
733,0,75,769
734,0,182,770
735,0,186,771
736,0,37,772
737,0,18,773
738,0,94,774
739,0,73,775
740,0,54,776
741,0,131,777
742,104,24,778
743,0,116,779
744,0,62,780
745,0,85,781
746,49,49,782
747,80,100,783
748,0,88,784
749,0,317,785
750,82,69,786
751,0,35,787
752,30,56,789
753,0,363,790
754,44,36,791
755,0,69,792
756,0,219,793
757,0,219,794
758,0,105,795
759,0,23,796
760,0,128,797
761,0,234,798
762,0,60,799
763,0,101,800
764,84,84,801
765,23,13,802
766,0,74,803
767,0,139,804
768,0,75,805
769,0,49,806
770,29,29,807
771,0,28,808
772,0,103,809
773,0,181,810
774,0,40,811
775,0,65,812
776,0,49,813
777,0,239,814
778,123,123,815
779,0,128,816
780,0,126,817
781,26,19,818
782,312,192,819
783,47,47,820
784,0,74,821
785,0,45,822
786,0,86,823
787,82,82,824
788,38,38,825
789,0,125,826
790,0,113,827
791,0,119,828
792,0,43,829
793,74,65,830
794,0,105,831
795,0,72,832
796,0,61,833
797,187,266,834
798,0,71,835
799,0,166,836
800,0,164,837
801,0,30,838
802,28,77,839
803,0,54,840
804,0,99,841
805,54,47,842
806,0,236,843
807,0,123,844
808,0,369,845
809,0,56,846
810,0,148,847
811,0,54,848
812,0,65,849
813,0,43,850
814,0,168,851
815,124,124,852
816,0,249,853
817,0,14,854
818,97,135,855
819,0,103,856
820,0,72,857
821,0,48,858
822,84,84,859
823,0,17,860
824,0,134,861
825,0,57,862
826,0,145,863
827,0,27,864
828,0,96,865
829,0,69,866
830,0,41,867
831,0,249,868
832,0,72,869
833,0,127,870
834,40,27,871
835,0,234,872
836,0,82,873
837,0,107,874
838,0,96,875
839,0,34,876
840,0,32,877
841,0,63,878
842,0,360,879
843,0,67,880
844,0,64,881
845,248,40,882
846,0,314,883
847,0,146,884
848,0,157,885
849,0,143,886
850,0,25,887
851,80,174,888
852,0,208,889
853,57,57,890
854,0,28,891
855,74,74,892
856,0,148,893
857,0,146,894
858,0,22,895
859,0,44,896
860,0,53,897
861,105,41,898
862,0,108,899
863,0,274,900
864,0,176,901
865,0,83,902
866,0,54,903
867,0,81,904
868,0,160,905
869,219,161,906
870,191,79,907
871,0,97,908
872,147,141,909
873,0,241,910
874,47,43,911
875,0,67,912
876,0,46,913
877,0,125,914
878,76,39,915
879,0,74,916
880,0,30,917
881,61,38,918
882,0,223,919
883,0,79,920
884,181,118,921
885,0,93,922
886,0,165,923
887,0,130,924
888,0,155,926
889,0,21,927
890,0,135,928
891,0,41,929
892,0,163,930
893,0,58,931
894,0,256,932
895,0,66,933
896,0,149,934
897,0,186,935
898,0,254,936
899,80,89,937
900,0,177,938
901,0,224,939
902,134,97,941
903,0,114,942
904,110,286,943
905,0,181,945
906,0,242,946
907,49,101,947
908,0,122,948
909,204,73,949
910,23,50,950
911,242,242,951
912,0,150,952
913,0,46,953
914,0,87,954
915,0,70,955
916,0,56,956
917,77,123,957
918,0,92,958
919,0,109,959
920,0,58,960
921,0,95,961
922,0,103,962
923,0,53,963
924,0,130,964
925,0,107,965
926,0,70,966
927,38,38,967
928,0,106,968
929,0,12,969
930,0,55,970
931,61,123,971
932,0,293,972
933,141,120,973
934,176,113,974
935,152,55,975
936,53,53,976
937,0,100,977
938,32,37,978
939,0,15,979
940,0,45,980
941,46,19,981
942,36,55,982
943,0,162,983
944,0,59,984
945,130,73,985
946,0,98,986
947,0,169,987
948,0,116,988
949,0,93,989
950,0,178,990
951,0,67,991
952,0,79,992
953,42,20,993
954,0,98,994
955,0,32,995
956,53,41,996
957,74,76,997
958,51,55,998
959,0,227,999
960,0,157,1000
961,0,39,1001
962,0,123,1002
963,0,104,1003
964,0,12,1004
965,0,260,1005
966,0,62,1006
967,37,37,1008
968,0,50,1009
969,0,279,1010
970,0,40,1011
971,0,83,1012
972,0,62,1013
973,0,52,1014
974,0,54,1015
975,0,264,1016
976,0,234,1017
977,0,64,1018
978,0,70,1019
979,0,95,1020
980,0,47,1021
981,0,70,1022
982,233,198,1023
983,210,210,1024
984,0,36,1025
985,0,51,1026
986,0,44,1027
987,0,15,1028
988,0,21,1029
989,0,163,1030
990,0,129,1031
991,0,47,1032
992,22,59,1033
993,0,19,1035
994,0,80,1036
995,0,111,1037
996,0,213,1038
997,148,148,1039
998,0,72,1040
999,42,36,1041
1000,0,24,1042
1001,0,57,1043
1002,0,178,1044
1003,0,144,1045
1004,0,68,1046
1005,0,105,1047
1006,0,234,1049
1007,0,139,1050
1008,0,76,1051
1009,113,80,1052
1010,0,30,1053
1011,111,38,1054
1012,0,13,1055
1013,0,98,1056
1014,0,176,1057
1015,0,188,1058
1016,233,237,1059
1017,0,78,1060
1018,0,241,1061
1019,0,128,1062
1020,0,328,1063
1021,0,216,1064
1022,0,280,1065
1023,47,52,1066
1024,0,120,1067
1025,0,130,1068
1026,0,239,1069
1027,0,109,1070
1028,0,32,1071
1029,0,151,1072
1030,27,27,1073
1031,0,33,1074
1032,0,118,1075
1033,0,204,1076
1034,0,103,1077
1035,44,33,1078
1036,0,137,1079
1037,0,164,1080
1038,0,107,1081
1039,0,126,1082
1040,0,138,1083
1041,54,39,1084
1042,0,95,1085
1043,0,39,1086
1044,29,29,1087
1045,0,86,1088
1046,63,184,1089
1047,0,199,1091
1048,0,32,1092
1049,0,38,1094
1050,0,117,1095
1051,0,25,1097
1052,0,77,1098
1053,0,133,1099
1054,0,81,1100
1055,0,81,1101
1056,26,26,1102
1057,0,144,1103
1058,0,358,1104
1059,0,118,1105
1060,0,120,1106
1061,40,40,1107
1062,0,158,1108
1063,0,125,1109
1064,0,217,1110
1065,92,97,1111
1066,0,89,1112
1067,0,178,1113
1068,38,95,1114
1069,0,184,1115
1070,0,172,1116
1071,0,46,1117
1072,0,160,1118
1073,0,126,1119
1074,0,91,1120
1075,0,91,1121
1076,0,155,1122
1077,0,54,1123
1078,102,85,1124
1079,0,122,1125
1080,0,257,1126
1081,0,157,1127
1082,56,56,1128
1083,0,61,1129
1084,0,276,1130
1085,235,235,1131
1086,0,57,1132
1087,0,120,1133
1088,0,89,1134
1089,0,229,1135
1090,89,110,1136
1091,0,92,1137
1092,0,141,1138
1093,0,100,1139
1094,0,78,1140
1095,0,349,1141
1096,103,103,1142
1097,0,108,1143
1098,0,48,1144
1099,0,63,1145
1100,0,34,1146
1101,0,47,1147
1102,232,98,1148
1103,76,64,1149
1104,0,52,1150
1105,72,72,1151
1106,0,89,1152
1107,41,41,1153
1108,0,211,1154
1109,0,78,1155
1110,45,45,1156
1111,0,61,1157
1112,0,81,1158
1113,0,241,1159
1114,0,79,1160
1115,0,85,1161
1116,0,96,1162
1117,0,60,1163
1118,0,203,1164
1119,0,229,1165
1120,0,42,1166
1121,0,99,1167
1122,0,98,1168
1123,82,103,1169
1124,39,89,1170
1125,0,233,1171
1126,0,270,1172
1127,0,80,1173
1128,0,83,1174
1129,0,91,1175
1130,0,65,1176
1131,0,134,1177
1132,0,116,1178
1133,0,87,1179
1134,0,109,1180
1135,0,154,1181
1136,0,64,1182
1137,0,106,1183
1138,0,71,1184
1139,0,83,1185
1140,0,274,1186
1141,0,177,1187
1142,84,54,1188
1143,0,25,1189
1144,0,66,1190
1145,0,203,1191
1146,0,180,1193
1147,0,211,1194
1148,0,299,1195
1149,0,242,1196
1150,0,19,1197
1151,0,62,1198
1152,0,53,1199
1153,0,31,1200
1154,29,47,1201
1155,0,115,1202
1156,32,43,1203
1157,55,55,1204
1158,0,17,1205
1159,0,99,1206
1160,0,281,1207
1161,0,46,1208
1162,0,119,1209
1163,0,159,1210
1164,157,115,1211
1165,0,137,1212
1166,0,330,1213
1167,0,73,1214
1168,0,82,1215
1169,0,81,1216
1170,104,22,1217
1171,0,228,1218
1172,0,422,1219
1173,0,136,1220
1174,0,127,1221
1175,0,89,1222
1176,0,67,1223
1177,0,35,1224
1178,67,67,1225
1179,0,63,1226
1180,45,45,1227
1181,0,90,1228
1182,0,102,1229
1183,0,28,1230
1184,0,183,1231
1185,0,142,1232
1186,0,84,1233
1187,0,56,1234
1188,118,244,1235
1189,74,74,1237
1190,0,147,1238
1191,27,27,1239
1192,0,111,1240
1193,0,230,1241
1194,0,173,1242
1195,0,56,1243
1196,0,169,1244
1197,0,195,1245
1198,0,55,1246
1199,0,152,1247
1200,0,141,1248
1201,0,230,1249
1202,0,127,1250
1203,0,123,1251
1204,0,142,1252
1205,0,54,1253
1206,0,243,1254
1207,129,26,1256
1208,103,103,1257
1209,0,344,1258
1210,88,31,1259
1211,0,134,1260
1212,56,68,1261
1213,0,68,1262
1214,0,195,1263
1215,54,54,1264
1216,0,78,1265
1217,0,95,1267
1218,0,154,1268
1219,37,242,1269
1220,121,83,1270
1221,0,139,1271
1222,0,199,1272
1223,0,288,1273
1224,0,143,1274
1225,209,115,1275
1226,18,18,1276
1227,0,47,1277
1228,0,325,1278
1229,0,245,1279
1230,155,112,1280
1231,0,57,1281
1232,0,133,1282
1233,0,277,1283
1234,0,173,1284
1235,0,22,1285
1236,0,201,1286
1237,0,85,1287
1238,29,31,1288
1239,0,56,1289
1240,42,42,1290
1241,0,50,1291
1242,29,0,5
1243,0,0,6
1244,0,0,7
1245,51,0,17
1246,0,0,19
1247,0,0,42
1248,0,0,44
1249,0,0,45
1250,0,0,46
1251,0,0,47
1252,51,0,58
1253,0,0,59
1254,0,0,60
1255,0,0,61
1256,0,0,62
1257,0,0,63
1258,0,0,64
1259,0,0,65
1260,0,0,66
1261,0,0,67
1262,0,0,68
1263,0,0,69
1264,0,0,71
1265,0,0,76
1266,0,0,77
1267,0,0,79
1268,0,0,80
1269,0,0,81
1270,0,0,82
1271,0,0,83
1272,0,0,84
1273,24,0,85
1274,0,0,86
1275,0,0,87
1276,0,0,88
1277,24,0,89
1278,81,0,90
1279,0,0,91
1280,0,0,92
1281,0,0,93
1282,0,0,94
1283,0,0,95
1284,0,0,96
1285,0,0,97
1286,0,0,98
1287,0,0,99
1288,0,0,100
1289,24,0,101
1290,0,0,102
1291,0,0,103
1292,0,0,104
1293,0,0,105
1294,0,0,106
1295,0,0,107
1296,0,0,109
1297,0,0,113
1298,0,0,114
1299,0,0,115
1300,0,0,116
1301,0,0,117
1302,0,0,118
1303,0,0,119
1304,0,0,120
1305,0,0,121
1306,0,0,122
1307,0,0,123
1308,0,0,124
1309,0,0,126
1310,92,0,147
1311,0,0,148
1312,0,0,149
1313,0,0,150
1314,0,0,152
1315,0,0,158
1316,0,0,160
1317,0,0,174
1318,0,0,175
1319,0,0,176
1320,0,0,177
1321,0,0,178
1322,0,0,179
1323,0,0,180
1324,0,0,181
1325,0,0,182
1326,0,0,183
1327,45,0,184
1328,49,0,185
1329,45,0,186
1330,0,0,187
1331,0,0,188
1332,59,0,189
1333,0,0,190
1334,0,0,191
1335,0,0,192
1336,0,0,193
1337,0,0,194
1338,0,0,195
1339,0,0,196
1340,0,0,197
1341,0,0,198
1342,0,0,199
1343,0,0,200
1344,0,0,201
1345,0,0,202
1346,0,0,203
1347,0,0,204
1348,0,0,205
1349,0,0,206
1350,0,0,207
1351,0,0,208
1352,0,0,209
1353,0,0,210
1354,0,0,211
1355,0,0,212
1356,0,0,213
1357,0,0,214
1358,0,0,215
1359,0,0,216
1360,0,0,217
1361,0,0,218
1362,0,0,219
1363,111,0,220
1364,0,0,221
1365,0,0,222
1366,0,0,223
1367,0,0,224
1368,57,0,225
1369,63,0,226
1370,0,0,227
1371,0,0,228
1372,0,0,229
1373,0,0,230
1374,0,0,231
1375,0,0,232
1376,0,0,233
1377,0,0,234
1378,0,0,235
1379,0,0,236
1380,0,0,237
1381,0,0,238
1382,0,0,239
1383,0,0,240
1384,0,0,241
1385,0,0,242
1386,0,0,243
1387,0,0,244
1388,0,0,245
1389,0,0,246
1390,0,0,247
1391,0,0,248
1392,0,0,249
1393,0,0,250
1394,0,0,251
1395,0,0,252
1396,0,0,253
1397,0,0,254
1398,0,0,255
1399,0,0,256
1400,15,0,257
1401,0,0,258
1402,0,0,259
1403,0,0,260
1404,0,0,261
1405,14,0,262
1406,14,0,263
1407,0,0,264
1408,0,0,265
1409,0,0,266
1410,0,0,267
1411,0,0,268
1412,0,0,269
1413,0,0,270
1414,0,0,271
1415,0,0,272
1416,0,0,273
1417,0,0,274
1418,0,0,275
1419,15,0,276
1420,0,0,277
1421,0,0,278
1422,0,0,279
1423,0,0,280
1424,0,0,281
1425,0,0,282
1426,0,0,283
1427,0,0,284
1428,42,0,285
1429,27,0,286
1430,0,0,287
1431,0,0,288
1432,0,0,289
1433,0,0,290
1434,0,0,291
1435,0,0,292
1436,16,0,293
1437,0,0,294
1438,0,0,295
1439,0,0,296
1440,62,0,297
1441,0,0,298
1442,0,0,299
1443,47,0,300
1444,0,0,301
1445,0,0,302
1446,0,0,303
1447,0,0,304
1448,0,0,305
1449,0,0,306
1450,0,0,307
1451,0,0,308
1452,0,0,309
1453,0,0,310
1454,0,0,311
1455,0,0,312
1456,45,0,313
1457,0,0,314
1458,0,0,315
1459,0,0,316
1460,41,0,317
1461,0,0,318
1462,0,0,319
1463,0,0,320
1464,0,0,321
1465,0,0,322
1466,0,0,323
1467,0,0,324
1468,0,0,325
1469,0,0,326
1470,0,0,327
1471,0,0,328
1472,44,0,329
1473,44,0,330
1474,0,0,331
1475,44,0,332
1476,44,0,333
1477,0,0,334
1478,0,0,335
1479,44,0,336
1480,0,0,337
1481,0,0,338
1482,0,0,339
1483,44,0,340
1484,0,0,341
1485,44,0,342
1486,0,0,343
1487,0,0,344
1488,0,0,345
1489,0,0,346
1490,0,0,347
1491,0,0,348
1492,0,0,349
1493,0,0,350
1494,0,0,351
1495,0,0,352
1496,0,0,353
1497,0,0,354
1498,0,0,355
1499,0,0,356
1500,0,0,357
1501,0,0,358
1502,0,0,359
1503,0,0,360
1504,0,0,361
1505,0,0,362
1506,0,0,363
1507,0,0,364
1508,0,0,365
1509,0,0,366
1510,0,0,367
1511,0,0,368
1512,0,0,369
1513,0,0,370
1514,0,0,371
1515,0,0,372
1516,0,0,373
1517,0,0,374
1518,0,0,375
1519,0,0,376
1520,0,0,377
1521,0,0,378
1522,0,0,380
1523,0,0,381
1524,191,0,382
1525,0,0,383
1526,0,0,384
1527,0,0,385
1528,0,0,386
1529,0,0,387
1530,0,0,388
1531,0,0,389
1532,0,0,390
1533,0,0,391
1534,0,0,392
1535,0,0,393
1536,0,0,394
1537,0,0,395
1538,30,0,396
1539,0,0,397
1540,0,0,398
1541,0,0,399
1542,0,0,400
1543,0,0,401
1544,0,0,402
1545,41,0,403
1546,42,0,404
1547,0,0,405
1548,0,0,406
1549,0,0,407
1550,0,0,408
1551,0,0,409
1552,0,0,410
1553,0,0,411
1554,0,0,412
1555,0,0,413
1556,0,0,414
1557,0,0,415
1558,0,0,416
1559,0,0,417
1560,0,0,418
1561,0,0,419
1562,0,0,420
1563,0,0,421
1564,0,0,422
1565,0,0,423
1566,0,0,424
1567,0,0,425
1568,0,0,426
1569,0,0,427
1570,0,0,428
1571,0,0,429
1572,0,0,430
1573,0,0,431
1574,0,0,432
1575,0,0,433
1576,0,0,434
1577,0,0,435
1578,0,0,436
1579,0,0,437
1580,0,0,438
1581,40,0,439
1582,0,0,440
1583,0,0,441
1584,0,0,442
1585,0,0,443
1586,0,0,444
1587,0,0,445
1588,0,0,450
1589,0,0,462
1590,0,0,463
1591,0,0,464
1592,128,0,465
1593,62,0,466
1594,0,0,467
1595,62,0,468
1596,0,0,469
1597,0,0,470
1598,62,0,471
1599,0,0,472
1600,0,0,473
1601,0,0,476
1602,0,0,477
1603,0,0,478
1604,0,0,479
1605,0,0,490
1606,0,0,491
1607,0,0,492
1608,0,0,493
1609,63,0,494
1610,0,0,495
1611,0,0,496
1612,0,0,497
1613,91,0,498
1614,0,0,499
1615,0,0,500
1616,0,0,501
1617,91,0,502
1618,0,0,503
1619,0,0,504
1620,0,0,505
1621,0,0,506
1622,0,0,507
1623,0,0,508
1624,0,0,509
1625,0,0,537
1626,0,0,538
1627,0,0,539
1628,0,0,552
1629,0,0,553
