,loc_pred,gt_error_loc
236,0,0
237,21,21
238,0,0
239,26,26
240,0,0
241,26,26
242,0,0
243,26,26
244,0,0
245,22,22
246,0,0
247,22,22
248,0,0
249,12,12
250,0,0
251,21,21
252,0,0
253,42,42
254,0,0
255,28,20
256,0,0
257,0,12
258,12,0
259,33,33
260,0,0
261,26,26
262,0,0
263,9,9
264,0,0
265,0,16
266,0,0
267,0,0
268,21,21
269,0,0
270,45,45
271,0,0
272,9,9
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,100
298,0,0
299,0,17
300,17,0
301,17,11
302,17,0
303,21,21
304,0,0
305,21,21
306,0,0
307,0,11
308,0,0
309,0,11
310,0,0
311,25,25
312,0,0
313,37,37
314,0,0
315,0,25
316,0,0
317,0,11
318,0,0
319,0,11
320,0,0
321,0,11
322,0,0
323,0,11
324,0,0
325,0,11
326,0,0
327,0,11
328,0,0
329,0,11
330,0,0
331,0,11
332,0,0
333,0,11
334,0,0
335,0,11
336,0,0
337,0,0
338,0,0
339,42,42
340,0,0
341,59,59
342,0,0
343,14,14
344,0,0
345,0,29
346,0,0
347,0,23
348,0,0
349,28,28
350,0,0
351,53,53
352,0,0
353,32,32
354,0,0
355,15,15
356,0,0
357,0,23
358,0,0
359,0,23
360,0,0
361,29,29
362,0,0
363,37,37
364,0,0
365,11,11
366,0,0
367,19,19
368,0,0
369,13,13
370,0,0
371,13,13
372,0,0
373,23,23
374,0,0
375,15,15
376,0,0
377,23,23
378,0,0
379,50,48
380,0,0
381,25,25
382,0,0
383,39,39
384,0,0
385,41,47
386,0,0
387,20,20
388,0,0
389,46,46
390,0,0
391,25,25
392,34,0
393,44,44
394,0,0
395,46,46
396,0,0
397,9,9
398,0,0
399,14,14
400,0,0
401,15,15
402,0,0
403,48,48
404,0,0
405,20,14
406,0,0
407,24,20
408,0,0
409,90,90
410,0,0
411,32,32
412,0,0
413,102,102
414,0,0
415,0,205
416,0,0
417,92,92
418,0,0
419,62,62
420,0,0
421,42,42
422,0,0
423,80,80
424,0,0
425,48,48
426,0,0
427,52,52
428,0,0
429,0,28
430,0,0
431,35,35
432,0,0
433,15,15
434,0,0
435,26,26
436,0,0
437,32,32
438,0,0
439,48,48
440,0,0
441,26,26
442,0,0
443,17,17
444,0,0
445,28,28
446,0,0
447,88,88
448,0,0
449,0,0
450,0,0
451,27,27
452,0,0
453,18,18
454,0,0
455,18,18
456,0,0
457,14,14
458,0,0
459,22,22
460,0,0
461,22,22
462,0,0
463,16,16
464,0,0
465,20,20
466,0,0
467,0,0
468,83,83
469,0,0
470,95,95
471,0,0
472,20,20
473,0,0
474,12,12
475,0,0
476,63,63
477,0,0
478,0,48
479,0,0
480,21,21
481,0,0
482,31,31
483,0,0
484,11,11
485,0,0
486,46,46
487,0,0
488,76,76
489,76,0
490,62,58
491,0,0
492,20,20
493,0,0
494,48,48
495,0,0
496,15,15
497,0,0
498,43,43
499,0,0
500,36,36
501,0,0
502,23,17
503,0,0
504,0,25
505,0,0
506,31,31
507,0,0
508,17,17
509,0,0
510,17,17
511,0,0
512,9,9
513,0,0
514,9,9
515,0,0
516,57,57
517,0,0
518,15,15
519,0,0
520,176,176
521,0,0
522,29,29
523,0,0
524,57,57
525,0,0
526,17,17
527,0,0
528,98,98
529,0,0
530,0,9
531,0,0
532,104,40
533,0,0
534,0,23
535,0,0
536,21,21
537,0,0
538,15,15
539,0,0
540,40,40
541,0,0
542,15,15
543,0,0
544,13,13
545,0,0
546,13,13
547,0,0
548,93,93
549,0,0
550,90,90
551,0,0
552,43,43
553,0,0
554,19,15
555,0,0
556,63,70
557,0,0
558,47,47
559,0,0
560,26,26
561,0,0
562,25,25
563,0,0
564,48,48
565,0,0
566,0,163
567,0,0
568,14,14
569,0,0
570,82,82
571,0,0
572,88,88
573,0,0
574,144,144
575,0,0
576,47,47
577,0,0
578,34,34
579,0,0
580,30,30
581,0,0
582,23,23
583,0,0
584,72,72
585,0,0
586,0,0
587,55,55
588,0,0
589,17,17
590,0,0
591,0,119
592,0,0
593,15,15
594,0,0
595,30,30
596,0,0
597,40,40
598,33,0
599,9,9
600,0,0
601,0,0
602,29,29
603,0,0
604,25,25
605,0,0
606,25,25
607,0,0
608,28,28
609,0,0
610,15,15
611,0,0
612,25,25
613,0,0
614,9,9
615,0,0
616,31,31
617,0,0
618,9,9
619,0,0
620,9,9
621,0,0
622,57,57
623,0,0
624,9,9
625,0,0
626,17,17
627,0,0
628,47,47
629,0,0
630,80,80
631,0,0
632,18,18
633,0,0
634,22,22
635,0,0
636,20,20
637,0,0
638,24,24
639,0,0
640,198,198
641,0,0
642,28,28
643,0,0
644,57,57
645,0,0
646,20,20
647,0,0
648,26,26
649,0,0
650,18,18
651,0,0
652,27,27
653,0,0
654,18,18
655,0,0
656,18,18
657,0,0
658,24,24
659,0,0
660,73,73
661,0,0
662,19,19
663,0,0
664,20,20
665,0,0
666,24,24
667,0,0
668,18,18
669,0,0
670,13,13
671,0,0
672,14,14
673,0,0
674,0,23
675,0,0
676,67,63
677,0,0
678,98,98
679,0,0
680,0,0
681,34,34
682,0,0
683,38,38
684,0,0
685,50,50
686,0,0
687,20,20
688,0,0
689,26,26
690,0,0
691,31,31
692,0,0
693,13,13
694,0,0
695,0,0
696,0,0
697,0,0
698,0,0
699,0,0
700,13,13
701,0,0
702,0,0
703,13,13
704,0,0
705,0,0
706,13,13
707,0,0
708,0,0
709,0,0
710,0,0
711,19,19
712,0,0
713,46,46
714,0,0
715,76,76
716,0,0
717,0,0
718,0,0
719,0,0
720,0,0
721,0,0
722,0,0
723,13,13
724,0,0
725,0,0
726,34,34
727,0,0
728,108,108
729,0,0
730,0,39
731,0,0
732,55,55
733,0,0
734,213,213
735,0,0
736,103,103
737,0,0
738,63,63
739,0,0
740,26,26
741,0,0
742,135,135
743,0,0
744,9,9
745,0,0
746,11,11
747,0,0
748,46,46
749,0,0
750,199,199
751,0,0
752,9,9
753,0,0
754,45,45
755,0,0
756,13,13
757,0,0
758,17,17
759,0,0
760,50,50
761,0,0
762,29,29
763,0,0
764,20,20
765,0,0
766,82,82
767,0,0
768,104,104
769,0,0
770,15,15
771,0,0
772,89,89
773,0,0
774,127,127
775,0,0
776,13,13
777,0,0
778,24,24
779,0,0
780,0,27
781,0,0
782,0,75
783,0,0
784,15,15
785,0,0
786,67,67
787,0,0
788,154,154
789,0,0
790,0,104
791,0,0
792,64,64
793,0,0
794,42,42
795,0,0
796,31,31
797,0,0
798,0,20
799,0,0
800,0,36
801,0,0
802,66,66
803,0,0
804,0,152
805,0,0
806,96,96
807,0,0
808,0,98
809,0,0
810,15,11
811,0,0
812,35,35
813,0,0
814,22,22
815,0,0
816,11,11
817,0,0
818,23,23
819,0,0
820,19,19
821,0,0
822,22,22
823,0,0
824,15,15
825,0,0
826,0,0
827,0,0
828,22,22
829,0,0
830,15,15
831,0,0
832,15,15
833,0,0
834,45,45
835,0,0
836,68,68
837,0,0
838,13,13
839,0,0
840,129,129
841,0,0
842,86,86
843,0,0
844,11,11
845,0,0
846,12,12
847,0,0
848,12,12
849,0,0
850,0,22
851,0,0
852,26,26
853,0,0
854,23,23
855,0,0
856,33,33
857,0,0
858,17,17
859,0,0
860,0,66
861,0,0
862,57,57
863,0,0
864,62,62
865,0,0
866,14,14
867,0,0
868,22,22
869,0,0
870,31,31
871,0,0
872,19,19
873,0,0
874,0,122
875,0,0
876,17,17
877,0,0
878,92,92
879,0,0
880,139,139
881,0,0
882,0,48
883,0,0
884,43,29
885,0,0
886,15,11
887,0,0
888,51,51
889,0,0
890,24,24
891,0,0
892,73,73
893,0,0
894,0,42
895,0,0
896,40,40
897,0,0
898,12,12
899,0,0
900,49,49
901,0,0
902,88,88
903,0,0
904,0,40
905,0,0
906,58,58
907,0,0
908,20,20
909,0,0
910,9,9
911,0,0
912,40,40
913,0,0
914,41,41
915,0,0
916,25,25
917,0,0
918,57,57
919,0,0
920,35,35
921,0,0
922,44,44
923,0,0
924,0,60
925,0,0
926,36,36
927,0,0
928,0,89
929,0,0
930,0,13
931,0,0
932,21,21
933,0,0
934,42,42
935,0,0
936,25,25
937,0,0
938,29,29
939,0,0
940,20,20
941,0,0
942,29,29
943,0,0
944,0,45
945,45,0
946,0,32
947,0,0
948,0,107
949,0,0
950,0,35
951,0,0
952,142,142
953,0,0
954,50,50
955,0,0
956,27,27
957,0,0
958,17,17
959,0,0
960,51,51
961,0,0
962,15,15
963,0,0
964,33,33
965,0,0
966,0,99
967,0,0
968,101,101
969,0,0
970,92,92
971,0,0
972,111,111
973,0,0
974,32,32
975,0,0
976,28,28
977,0,0
978,41,41
979,0,0
980,65,65
981,0,0
982,107,107
983,0,0
984,37,37
985,0,0
986,49,49
987,0,0
988,193,193
989,0,0
990,0,242
991,0,0
992,0,105
993,0,0
994,26,26
995,119,0
996,31,31
997,0,0
998,0,14
999,0,0
1000,67,63
1001,0,0
1002,11,11
1003,0,0
1004,52,52
1005,0,0
1006,45,45
1007,0,0
1008,22,22
1009,0,0
1010,78,78
1011,0,0
1012,0,72
1013,0,0
1014,0,0
1015,0,0
1016,0,0
1017,0,0
1018,0,0
1019,15,15
1020,0,0
1021,0,74
1022,0,0
1023,16,10
1024,0,0
1025,29,29
1026,0,0
1027,67,67
1028,0,0
1029,0,13
1030,0,0
1031,0,0
1032,151,151
1033,104,0
1034,28,28
1035,0,0
1036,230,230
1037,0,0
1038,51,36
1039,0,0
1040,28,28
1041,0,0
1042,45,45
1043,0,0
1044,33,33
1045,0,0
1046,0,36
1047,0,0
1048,0,149
1049,149,0
1050,25,25
1051,0,0
1052,13,13
1053,0,0
1054,18,18
1055,0,0
1056,16,16
1057,0,0
1058,30,30
1059,0,0
1060,18,18
1061,0,0
1062,24,24
1063,0,0
1064,101,101
1065,0,0
1066,32,32
1067,0,0
1068,58,58
1069,0,0
1070,48,48
1071,66,0
1072,47,0
1073,27,27
1074,0,0
1075,0,0
1076,0,0
1077,40,40
1078,0,0
1079,58,58
1080,0,0
1081,41,41
1082,0,0
1083,72,72
1084,0,0
1085,66,66
1086,0,0
1087,98,98
1088,0,0
1089,20,20
1090,0,0
1091,18,11
1092,0,0
1093,13,13
1094,0,0
1095,17,17
1096,0,0
1097,27,27
1098,0,0
1099,18,18
1100,0,0
1101,18,18
1102,0,0
1103,18,11
1104,0,0
1105,0,0
1106,0,0
1107,22,22
1108,0,0
1109,20,20
1110,0,0
1111,18,11
1112,0,0
1113,18,11
1114,0,0
1115,11,11
1116,0,0
1117,13,13
1118,0,0
1119,18,18
1120,0,0
1121,11,11
1122,0,0
1123,21,21
1124,0,0
1125,23,23
1126,0,0
1127,13,13
1128,0,0
1129,18,18
1130,0,0
1131,15,11
1132,0,0
1133,15,15
1134,0,0
1135,18,11
1136,0,0
1137,19,19
1138,0,0
1139,19,19
1140,0,0
1141,19,19
1142,0,0
1143,19,12
1144,0,0
1145,19,19
1146,0,0
1147,19,12
1148,0,0
1149,19,19
1150,0,0
1151,19,12
1152,0,0
1153,59,59
1154,0,0
1155,0,119
1156,0,0
1157,159,159
1158,0,0
1159,9,9
1160,0,0
1161,11,11
1162,0,0
1163,18,18
1164,0,0
1165,11,11
1166,0,0
1167,19,19
1168,0,0
1169,20,20
1170,0,0
1171,40,40
1172,0,0
1173,21,21
1174,0,0
1175,24,24
1176,0,0
1177,11,11
1178,0,0
1179,19,19
1180,0,0
1181,19,19
1182,0,0
1183,10,10
1184,0,0
1185,18,18
1186,0,0
1187,17,17
1188,0,0
1189,41,41
1190,0,0
1191,91,91
1192,0,0
1193,11,11
1194,0,0
1195,17,17
1196,0,0
1197,13,13
1198,0,0
1199,0,164
1200,0,0
1201,0,11
1202,0,0
1203,0,11
1204,0,0
1205,101,101
1206,0,0
1207,31,27
1208,0,0
1209,42,42
1210,0,0
1211,50,50
1212,0,0
1213,0,11
1214,0,0
1215,0,11
1216,0,0
1217,19,12
1218,0,0
1219,19,12
1220,0,0
1221,19,12
1222,0,0
1223,19,19
1224,0,0
1225,19,12
1226,0,0
1227,19,19
1228,0,0
1229,19,19
1230,0,0
1231,19,19
1232,0,0
1233,19,12
1234,0,0
1235,19,19
1236,0,0
1237,12,12
1238,0,0
1239,13,13
1240,0,0
1241,18,18
1242,0,0
1243,20,20
1244,0,0
1245,13,13
1246,0,0
1247,20,20
1248,0,0
1249,19,12
1250,0,0
1251,14,14
1252,0,0
1253,19,19
1254,0,0
1255,19,19
1256,0,0
1257,19,19
1258,0,0
1259,19,12
1260,0,0
1261,19,19
1262,0,0
1263,12,12
1264,0,0
1265,12,12
1266,0,0
1267,20,20
1268,0,0
1269,11,11
1270,0,0
1271,11,11
1272,0,0
1273,13,13
1274,0,0
1275,18,18
1276,0,0
1277,18,18
1278,0,0
1279,20,20
1280,0,0
1281,0,0
1282,29,29
1283,0,0
1284,0,40
1285,0,0
1286,33,33
1287,0,0
1288,0,0
1289,0,0
1290,0,0
1291,0,0
1292,0,0
1293,0,0
1294,0,0
1295,0,0
1296,0,0
1297,0,0
1298,0,0
1299,0,0
1300,0,0
1301,161,161
1302,16,0
1303,28,28
1304,0,0
1305,58,58
1306,0,0
1307,24,24
1308,0,0
1309,17,11
1310,0,0
1311,143,143
1312,0,0
1313,9,9
1314,0,0
1315,60,60
1316,0,0
1317,29,29
1318,0,0
1319,0,61
1320,0,0
1321,11,11
1322,0,0
1323,105,105
1324,0,0
1325,24,24
1326,0,0
1327,13,13
1328,0,0
1329,60,60
1330,0,0
1331,59,59
1332,0,0
1333,57,57
1334,0,0
1335,235,235
1336,0,0
1337,211,211
1338,0,0
1339,37,33
1340,0,0
1341,0,80
1342,0,0
1343,25,25
1344,0,0
1345,0,59
1346,0,0
1347,0,0
1348,35,35
1349,0,0
1350,51,51
1351,0,0
1352,80,80
1353,0,0
1354,0,0
1355,21,21
1356,0,0
1357,18,18
1358,0,0
1359,27,27
1360,0,0
1361,18,18
1362,0,0
1363,27,27
1364,0,0
1365,14,14
1366,0,0
1367,21,21
1368,0,0
1369,27,27
1370,0,0
1371,18,18
1372,0,0
1373,17,17
1374,0,0
1375,14,14
1376,0,0
1377,26,26
1378,0,0
1379,24,24
1380,0,0
1381,22,22
1382,0,0
1383,14,14
1384,0,0
1385,17,17
1386,0,0
1387,0,0
1388,13,13
1389,0,0
1390,45,45
1391,0,0
1392,92,92
1393,0,0
1394,22,22
1395,118,0
1396,65,65
1397,0,0
1398,79,79
1399,0,0
1400,0,52
1401,0,0
1402,22,22
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,219,219
1409,0,0
1410,82,82
1411,0,0
1412,10,10
1413,0,0
1414,56,56
1415,0,0
1416,21,21
1417,0,0
1418,0,0
1419,29,29
1420,0,0
1421,22,22
1422,0,0
1423,0,0
1424,26,26
1425,0,0
1426,0,0
1427,0,0
1428,0,0
1429,0,0
1430,0,0
1431,0,0
1432,0,0
1433,0,0
1434,0,0
1435,0,20
1436,0,0
1437,14,14
1438,0,0
1439,29,29
1440,0,0
1441,61,61
1442,0,0
1443,143,143
1444,0,0
1445,0,0
1446,0,0
1447,105,105
1448,0,0
1449,87,87
1450,0,0
1451,32,32
1452,0,0
1453,100,100
1454,0,0
1455,46,46
1456,46,0
1457,34,34
1458,0,0
1459,54,54
1460,0,0
1461,17,17
1462,53,0
1463,46,46
1464,0,0
1465,38,38
1466,0,0
1467,13,13
1468,0,0
1469,111,111
1470,0,0
1471,0,0
1472,0,0
1473,47,47
1474,0,0
1475,89,89
1476,0,0
1477,15,15
1478,0,0
1479,66,66
1480,0,0
1481,26,26
1482,0,0
1483,63,63
1484,0,0
1485,88,86
1486,0,0
1487,99,99
1488,0,0
1489,62,62
1490,0,0
1491,89,89
1492,0,0
1493,27,27
1494,0,0
1495,82,82
1496,91,0
1497,72,72
1498,0,0
1499,0,46
1500,0,0
1501,85,85
1502,0,0
1503,102,102
1504,0,0
1505,40,40
1506,0,0
1507,27,27
1508,0,0
1509,94,94
1510,0,0
1511,37,28
1512,0,0
1513,103,103
1514,0,0
1515,0,0
1516,0,0
1517,52,52
1518,0,0
1519,23,23
1520,0,0
1521,52,52
1522,0,0
1523,9,9
1524,0,0
1525,11,11
1526,0,0
1527,0,0
1528,78,78
1529,0,0
1530,23,23
1531,0,0
1532,0,66
1533,0,0
1534,218,218
1535,0,0
1536,70,70
1537,0,0
1538,89,89
1539,0,0
1540,0,53
1541,0,0
1542,79,79
1543,0,0
1544,64,64
1545,0,0
1546,79,79
1547,0,0
1548,76,76
1549,0,0
1550,0,91
1551,0,0
1552,136,136
1553,0,0
1554,46,87
1555,0,0
1556,0,88
1557,0,0
1558,22,22
1559,0,0
1560,22,22
1561,0,0
1562,21,21
1563,0,0
1564,22,22
1565,0,0
1566,0,0
1567,17,17
1568,0,0
1569,0,0
1570,14,14
1571,0,0
1572,21,21
1573,0,0
1574,14,14
1575,0,0
1576,21,21
1577,0,0
1578,13,13
1579,0,0
1580,27,27
1581,0,0
1582,29,29
1583,0,0
1584,14,14
1585,0,0
1586,17,17
1587,0,0
1588,18,18
1589,0,0
1590,13,13
1591,0,0
1592,18,18
1593,0,0
1594,48,48
1595,0,0
1596,68,68
1597,0,0
1598,81,81
1599,0,0
1600,11,11
1601,0,0
1602,23,23
1603,0,0
1604,18,18
1605,0,0
1606,194,194
1607,0,0
1608,0,144
1609,0,0
1610,115,115
1611,0,0
1612,26,26
1613,0,0
1614,0,208
1615,0,0
1616,46,46
1617,0,0
1618,0,10
1619,10,0
1620,117,117
1621,0,0
1622,29,29
1623,0,0
1624,25,25
1625,0,0
1626,23,23
1627,0,0
1628,19,19
1629,0,0
1630,96,96
1631,0,0
1632,187,187
1633,0,0
1634,21,21
1635,0,0
1636,28,20
1637,0,0
1638,23,19
1639,0,0
1640,34,34
1641,0,0
1642,91,91
1643,0,0
1644,69,69
1645,0,0
1646,69,69
1647,0,0
1648,92,92
1649,0,0
1650,80,80
1651,0,0
1652,90,90
1653,0,0
1654,32,32
1655,0,0
1656,0,117
1657,0,0
1658,37,37
1659,0,0
1660,122,122
1661,0,0
1662,0,206
1663,0,0
1664,16,16
1665,0,0
1666,22,22
1667,0,0
1668,17,17
1669,0,0
1670,76,76
1671,0,0
1672,25,25
1673,0,0
1674,13,13
1675,0,0
1676,19,19
1677,0,0
1678,0,12
1679,0,0
1680,18,18
1681,0,0
1682,15,15
1683,0,0
1684,25,25
1685,0,0
1686,18,18
1687,0,0
1688,27,27
1689,0,0
1690,20,20
1691,0,0
1692,22,22
1693,0,0
1694,20,20
1695,0,0
1696,18,18
1697,0,0
1698,20,13
1699,0,0
1700,18,18
1701,0,0
1702,18,18
1703,0,0
1704,24,24
1705,0,0
1706,24,24
1707,0,0
1708,24,24
1709,0,0
1710,17,17
1711,0,0
1712,0,107
1713,0,0
1714,45,45
1715,0,0
1716,98,98
1717,0,0
1718,0,59
1719,0,0
1720,0,0
1721,81,81
1722,0,0
1723,160,160
1724,0,0
1725,28,28
1726,49,0
1727,0,73
1728,0,0
1729,58,58
1730,0,0
1731,141,141
1732,0,0
1733,13,13
1734,0,0
1735,49,49
1736,0,0
1737,17,17
1738,0,0
1739,21,21
1740,0,0
1741,119,119
1742,0,0
1743,48,48
1744,0,0
1745,60,60
1746,0,0
1747,41,41
1748,0,0
1749,29,29
1750,0,0
1751,32,32
1752,0,0
1753,0,0
1754,14,14
1755,0,0
1756,0,59
1757,0,0
1758,0,17
1759,0,0
1760,9,9
1761,0,0
1762,22,22
1763,0,0
1764,22,22
1765,0,0
1766,22,22
1767,0,0
1768,19,19
1769,0,0
1770,19,19
1771,0,0
1772,13,13
1773,0,0
1774,18,18
1775,0,0
1776,18,18
1777,0,0
1778,22,22
1779,0,0
1780,13,13
1781,0,0
1782,20,20
1783,0,0
1784,18,18
1785,0,0
1786,18,18
1787,0,0
1788,11,11
1789,0,0
1790,20,20
1791,0,0
1792,11,11
1793,0,0
1794,12,12
1795,0,0
1796,21,21
1797,0,0
1798,19,12
1799,0,0
1800,11,11
1801,0,0
1802,18,18
1803,0,0
1804,18,18
1805,0,0
1806,16,16
1807,0,0
1808,0,141
1809,0,0
1810,57,57
1811,0,0
1812,118,118
1813,0,0
1814,114,114
1815,0,0
1816,26,26
1817,0,0
1818,13,13
1819,0,0
1820,0,0
1821,22,22
1822,22,0
1823,0,62
1824,0,0
1825,0,11
1826,0,0
1827,91,91
1828,0,0
1829,31,31
1830,0,0
1831,13,13
1832,0,0
1833,99,99
1834,0,0
1835,48,48
1836,0,0
1837,43,43
1838,0,0
1839,73,73
1840,0,0
1841,10,16
1842,0,0
1843,32,32
1844,0,0
1845,72,72
1846,0,0
1847,27,27
1848,0,0
1849,16,16
1850,0,0
1851,99,99
1852,0,0
1853,21,21
1854,0,0
1855,0,44
1856,0,0
1857,12,12
1858,0,0
1859,33,33
1860,0,0
1861,0,81
1862,0,0
1863,122,122
1864,0,0
1865,0,23
1866,0,0
1867,20,20
1868,0,0
1869,49,49
1870,0,0
1871,42,42
1872,0,0
1873,40,40
1874,0,0
1875,44,44
1876,0,0
1877,37,37
1878,0,0
1879,0,37
1880,0,0
1881,54,54
1882,0,0
1883,60,60
1884,0,0
1885,0,15
1886,0,0
1887,54,54
1888,0,0
1889,19,19
1890,0,0
1891,26,26
1892,0,0
1893,0,28
1894,0,0
1895,80,80
1896,0,0
1897,11,11
1898,0,0
1899,33,33
1900,0,0
1901,14,14
1902,0,0
1903,30,30
1904,0,0
1905,0,41
1906,0,0
1907,13,13
1908,0,0
1909,12,12
1910,0,0
1911,14,14
1912,0,0
1913,42,42
1914,0,0
1915,16,16
1916,0,0
1917,30,30
1918,0,0
1919,23,23
1920,0,0
1921,0,124
1922,0,0
1923,32,32
1924,41,0
1925,192,192
1926,0,0
1927,0,251
1928,0,0
1929,41,41
1930,0,0
1931,34,34
1932,0,0
1933,15,15
1934,0,0
1935,82,82
1936,0,0
1937,0,53
1938,0,0
1939,115,115
1940,0,0
1941,236,236
1942,0,0
1943,13,13
1944,0,0
1945,52,52
1946,0,0
1947,80,80
1948,0,0
1949,50,50
1950,0,0
1951,59,59
1952,0,0
1953,43,43
1954,0,0
1955,87,87
1956,0,0
1957,30,30
1958,0,0
1959,101,101
1960,0,0
1961,58,58
1962,0,0
1963,50,50
1964,0,0
1965,28,28
1966,0,0
1967,129,129
1968,0,0
1969,94,94
1970,0,0
1971,19,19
1972,0,0
1973,64,39
1974,0,0
1975,182,182
1976,0,0
1977,20,20
1978,0,0
1979,20,20
1980,0,0
1981,18,11
1982,0,0
1983,18,18
1984,0,0
1985,18,11
1986,0,0
1987,11,11
1988,0,0
1989,22,22
1990,0,0
1991,13,13
1992,0,0
1993,18,18
1994,0,0
1995,18,18
1996,0,0
1997,20,20
1998,0,0
1999,0,240
2000,0,0
2001,0,203
2002,0,0
2003,26,26
2004,0,0
2005,13,13
2006,0,0
2007,32,32
2008,0,0
2009,130,130
2010,0,0
2011,0,54
2012,0,0
2013,30,30
2014,0,0
2015,0,0
2016,188,173
2017,188,0
2018,0,0
2019,20,20
2020,0,0
2021,34,34
2022,0,0
2023,39,39
2024,0,0
2025,0,45
2026,0,0
2027,80,80
2028,0,0
2029,16,16
2030,0,0
2031,29,29
2032,0,0
2033,11,11
2034,0,0
2035,34,34
2036,45,0
2037,23,23
2038,0,0
2039,39,39
2040,0,0
2041,18,18
2042,0,0
2043,18,18
2044,0,0
2045,15,15
2046,0,0
2047,0,61
2048,0,0
2049,16,16
2050,0,0
2051,25,25
2052,0,0
2053,32,32
2054,0,0
2055,57,57
2056,0,0
2057,84,84
2058,0,0
2059,0,100
2060,0,0
2061,256,256
2062,0,0
2063,80,80
2064,48,0
2065,17,17
2066,0,0
2067,0,70
2068,0,0
2069,0,36
2070,0,0
2071,0,137
2072,0,0
2073,0,281
2074,0,0
2075,62,62
2076,0,0
2077,67,67
2078,99,0
2079,51,51
2080,0,0
2081,0,0
2082,0,0
2083,0,13
2084,0,0
2085,27,27
2086,0,0
2087,48,48
2088,0,0
2089,37,37
2090,0,0
2091,20,20
2092,0,0
2093,67,67
2094,0,0
2095,23,23
2096,0,0
2097,251,251
2098,0,0
2099,73,73
2100,0,0
2101,62,58
2102,0,0
2103,64,64
2104,0,0
2105,0,27
2106,0,0
2107,10,10
2108,0,0
2109,13,13
2110,0,0
2111,24,24
2112,0,0
2113,86,86
2114,0,0
2115,85,85
2116,0,0
2117,48,48
2118,0,0
2119,112,112
2120,0,0
2121,0,25
2122,0,0
2123,123,123
2124,0,0
2125,0,21
2126,0,0
2127,0,109
2128,0,0
2129,26,26
2130,0,0
2131,115,115
2132,0,0
2133,0,9
2134,0,0
2135,10,10
2136,0,0
2137,34,34
